Processing Time:28.9998054504 msec.
Total injuries and fatalities associated with each motor collision record:
Wall time: 29 ms
+----------+--------------------+-----------------+
|UNIQUE_KEY|All_Fatalities_Count|All_Injured_Count|
|3525704   |0                   |0                |
|3525182   |0                   |0                |
|3525238   |0                   |0                |
|3525335   |0                   |0                |
|3510988   |0                   |0                |
|3524853   |0                   |0                |
|3439537   |0                   |0                |
|3439117   |0                   |0                |
|3436982   |0                   |0                |
|3439050   |0                   |0                |
|3443438   |0                   |0                |
|3438940   |0                   |0                |
|3437477   |0                   |0                |
|3439309   |0                   |0                |
|3437571   |0                   |0                |
|3437795   |0                   |0                |
|3547216   |0                   |4                |
|3547285   |0                   |0                |
|3547992   |0                   |0                |
|3547512   |0                   |0                |
|3548035   |0                   |0                |
|3547319   |0                   |2                |
|3547673   |0                   |0                |
|3549069   |0                   |2                |
|3548558   |0                   |0                |
|3548852   |0                   |0                |
|3547168   |0                   |0                |
|3438551   |0                   |2                |
|3437584   |0                   |2                |
|3446858   |0                   |0                |
|3442549   |0                   |0                |
|3439012   |0                   |6                |
|3437004   |0                   |0                |
|3438804   |0                   |0                |
|3437576   |0                   |0                |
|3437796   |0                   |0                |
|3440814   |0                   |0                |
|3439686   |0                   |0                |
|3437117   |0                   |0                |
|3547323   |0                   |0                |
|3534629   |0                   |0                |
|3530745   |0                   |0                |
|3531061   |0                   |0                |
+----------+--------------------+-----------------+
only showing top 1000 rows
